title,link,address
RS Panti Rini,https://lewatmana.com/lokasi/21838/rs-panti-rini/,"Jl. Solo Km 13,2 Tirtomartani Kalasan Sleman, Sleman, Daerah Istimewa Yogyakarta, Indonesia 55571"
RS Panti Waluya Sawahan,https://lewatmana.com/lokasi/39441/rs-panti-waluya-sawahan/,"Jl. Nusakambangan No.56, Malang, Malang, Jawa Timur, Indonesia 65117"
RS Pantiwilasa Dr Cipto,https://lewatmana.com/lokasi/45970/rs-pantiwilasa-dr-cipto/,"Jalan Dokter Cipto No.50, Bugangan, Kec. Semarang Tim., Kota Semarang, Jawa Tengah, Semarang, Jawa Tengah, Indonesia 50123"
RS Panti Wilasa Dr. Cipto,https://lewatmana.com/lokasi/39121/rs-panti-wilasa-dr-cipto/,"Jl. Dr. Cipto Mangunkusumo 50, Bugangan, Semarang, Semarang, Jawa Tengah, Indonesia 50126"
RS. Paramita,https://lewatmana.com/lokasi/21909/rs-paramita/,"Jl. Raya Serang KM. 28,5 Kav.F1-8 Kec. Balaraja, Tangerang, Banten, Indonesia"
RS Paru Dr. Ario Wirawan Salatiga,https://lewatmana.com/lokasi/39101/rs-paru-dr-ario-wirawan-salatiga/,"Jl. Hasanudin No.806,Salatiga, Salatiga, Jawa Tengah, Indonesia 50701"
RS Paru Goenawan Partowidigdo,https://lewatmana.com/lokasi/45878/rs-paru-goenawan-partowidigdo/,"Jl. Raya Puncak - Cianjur KM.83, Cibeureum, Kec. Cisarua, Bogor, Jawa Barat, Bogor, Jawa Barat, Indonesia 16750"
RS Patar Asih,https://lewatmana.com/lokasi/46297/rs-patar-asih/,"Jl. Bakaran Batu, Penara Kebun, Kec. Beringin, Kabupaten Deli Serdang, Sumatera Utara, Deli Serdang, Sumatera Utara, Indonesia 20552"
RS Parama Sidhi,https://lewatmana.com/lokasi/39265/rs-parama-sidhi/,"Jl. Ahmad Yani No.177 A Baktiseraga, Singaraja, Buleleng, Bali, Indonesia 81117"
RS. Paru Batu,https://lewatmana.com/lokasi/39401/rs-paru-batu/,"Jl. A.Yani No.10-13 Kec. Batu, Batu, Jawa Timur, Indonesia 65311"
RS Paru Dr. H. A. Rotinsulu Bandung,https://lewatmana.com/lokasi/45908/rs-paru-dr-h-rotinsulu-bandung/,"Jl. Bukit Jarian No.40, Hegarmanah, Kec. Cidadap, Kota Bandung, Jawa Barat, Bandung, Jawa Barat, Indonesia 40141"
RS Paru Manguharjo Madiun,https://lewatmana.com/lokasi/39222/rs-paru-manguharjo-madiun/,"Jl. Yos Sudarso No. 108-112, Manguharjo, Madiun, Jawa Timur, Indonesia 63122"
RS Patmasuri,https://lewatmana.com/lokasi/21819/rs-patmasuri/,"Jln. KH. Ali Maksum Lapangan Krapyak Panggungharjo Sewon Bantul Yogyakarta, Bantul, Daerah Istimewa Yogyakarta, Indonesia 55188"
RS Patria IKKT,https://lewatmana.com/lokasi/4706/rs-patria-ikkt/,"Jl. Cendrawasih No. 1, Komplek Hankam, Slipi, Jakarta Barat, DKI Jakarta, Indonesia 12210"
RSPAU Hardjolukito Yogyakarta,https://lewatmana.com/lokasi/46052/rspau-hardjolukito-yogyakarta/,"Jl. Ringroad Timur, Karang Janbe, Banguntapan, Kec. Banguntapan, Bantul, Daerah Istimewa Yogyakarta, Bantul, Daerah Istimewa Yogyakarta, Indonesia 55198"
RS Pekanbaru Medical Center,https://lewatmana.com/lokasi/46190/rs-pekanbaru-medical-center/,"Jalan Lembaga Pemasyarakatan No.25, Suka Maju, Sail, Suka Maju, Kec. Sail, Kota Pekanbaru, Riau, Pekanbaru, Riau, Indonesia 28126"
RS Pelabuhan Cirebon,https://lewatmana.com/lokasi/38682/rs-pelabuhan-cirebon/,"Jl. Sisingamangaraja No. 45, Panjunan, Lemahwungkuk Cirebon, Cirebon, Jawa Barat, Indonesia 45112"
RS Pelabuhan Palembang,https://lewatmana.com/lokasi/46274/rs-pelabuhan-palembang/,"Jl. Mayor Memet Sastra Wirya No.1, Lawang Kidul, Kec. Ilir Tim. II, Kota Palembang, Sumatera Selatan, Palembang, Sumatera Selatan, Indonesia 30115"
RSPAU Dr. Esnawan Antariksa,https://lewatmana.com/lokasi/25000/rspau-dr-esnawan-antariksa/,"Jl. Merpati No.2 Halim Perdanakusumah, Jakarta Timur, DKI Jakarta, Indonesia 13610"
RS Pekanbaru Eye Center,https://lewatmana.com/lokasi/46189/rs-pekanbaru-eye-center/,"Jl. Soekarno - Hatta No.236, Sidomulyo Tim., Kec. Marpoyan Damai, Kota Pekanbaru, Riau, Pekanbaru, Riau, Indonesia 28282"
RS Pekerja,https://lewatmana.com/lokasi/45756/rs-pekerja/,"No.46, Jl. Tipar Cakung, Sukapura, Kec. Cilincing, Kota Jkt Utara., Jakarta Utara, DKI Jakarta, Indonesia 14140"
RS Pelabuhan Jakarta,https://lewatmana.com/lokasi/4700/rs-pelabuhan-jakarta/,"Jalan Kramat Jaya No. 1, Jakarta Utara, DKI Jakarta, Indonesia 14260"
RS PELENGKAP MEDICAL CENTER,https://lewatmana.com/lokasi/39181/rs-pelengkap-medical-center/,"Jl. IR. H. Juanda No.3, Kepanjen, Kec. Jombang, Kabupaten Jombang, Jawa Timur, Jombang, Jawa Timur, Indonesia 61419"
RS Pelita Anugerah,https://lewatmana.com/lokasi/38866/rs-pelita-anugerah/,"Jl. Raya Bandung Rejo Km 11,5, Mgranggen Demak, Cilacap, Jawa Tengah, Indonesia 59567"
RS Pelita Insani,https://lewatmana.com/lokasi/46083/rs-pelita-insani/,"Jl. Sekumpul, Sungai Sipai, Kec. Martapura, Banjar, Kalimantan Selatan, Banjarbaru, Kalimantan Selatan, Indonesia 70714"
RS Permata Bekasi,https://lewatmana.com/lokasi/37772/rs-permata-bekasi/,"Jl. Legenda Raya no.09 Mustika Jaya, Bekasi, Jawa Barat, Indonesia 17158"
RS Permata Bunda,https://lewatmana.com/lokasi/39455/rs-permata-bunda/,"Jl. Soekarno Hatta No.75, Malang, Malang, Jawa Timur, Indonesia 65142"
RS Permata Bunda Tasikmalaya,https://lewatmana.com/lokasi/38604/rs-permata-bunda-tasikmalaya/,"JL. Brigjen. Wasitakusumah, No. 1, Indihiang Sukamajukaler Indihiang Tasikmalaya, Tasikmalaya, Jawa Barat, Indonesia 46151"
RS Pelita Husada,https://lewatmana.com/lokasi/21832/rs-pelita-husada/,"Jl.Raya Semanu Km.3 Sambirejo Semanu Gunungkidul, Gunung Kidul, Daerah Istimewa Yogyakarta, Indonesia 55893"
RS Perkebunan (Jember Klinik),https://lewatmana.com/lokasi/46012/rs-perkebunan-jember-klinik/,"Jl. Bedadung No.2, Kp. Using, Jemberlor, Kec. Patrang, Kabupaten Jember, Jawa Timur, Jember, Jawa Timur, Indonesia 68118"
RS Permata Bunda,https://lewatmana.com/lokasi/38655/rs-permata-bunda/,"JL Ir. Iwa Kusuma Sumantri, No.1 Kertasari Kec. Ciamis, Ciamis, Jawa Barat, Indonesia 46213"
RS Permata Bunda Medan,https://lewatmana.com/lokasi/46315/rs-permata-bunda-medan/,"Jl. Sisingamangaraja No.7, Mesjid, Kec. Medan Kota, Kota Medan, Sumatera Utara, Medan, Sumatera Utara, Indonesia 20212"
RS Permata Cibubur,https://lewatmana.com/lokasi/45861/rs-permata-cibubur/,"Jl. Alternatif Cibubur No.6A, Jatikarya, Jatisampurna, Kota Bks, Jawa Barat, Bekasi, Jawa Barat, Indonesia 17435"
RS Permata Cirebon,https://lewatmana.com/lokasi/45934/rs-permata-cirebon/,"Jl. Tuparev No.117, Pilangsari, Kedawung, Cirebon, Jawa Barat, Kabupaten Cirebon, Jawa Barat, Indonesia 45153"
RS Permata Hati Bungo,https://lewatmana.com/lokasi/46058/rs-permata-hati-bungo/,"Sungai Pinang, Bungo Dani, Kabupaten Bungo, Jambi, Bungo, Jambi, Indonesia 37211"
RS Permata Jonggol,https://lewatmana.com/lokasi/38775/rs-permata-jonggol/,"Jl. Raya Cileungsi - Jonggol, Km. 1, Sukamanah - Jonggol, Bogor, Jawa Barat, Indonesia 16830"
RS Permata Medika,https://lewatmana.com/lokasi/39116/rs-permata-medika/,"Jl. Moch Ichsan No.93 - 97, Ngaliyah Semarang, Semarang, Jawa Tengah, Indonesia 50181"
RS Permata Pamulang,https://lewatmana.com/lokasi/45834/rs-permata-pamulang/,"Jl. Raya Siliwangi No.1A Pondok Benda, Benda Baru, Kec. Pamulang, Kota Tangerang Selatan, Banten, Tangerang Selatan, Banten, Indonesia 15416"
RS Permata Depok,https://lewatmana.com/lokasi/45848/rs-permata-depok/,"Jl. Raya Muchtar No.22, Sawangan Baru, Kec. Sawangan, Kota Depok, Jawa Barat, Depok, Jawa Barat, Indonesia 16511"
RS Permata Ibu Tangerang,https://lewatmana.com/lokasi/45803/rs-permata-ibu-tangerang/,"Jl. KH Mas Mansyur No.2, Kunciran Indah, Kec. Pinang, Kota Tangerang, Banten, Tangerang, Banten, Indonesia 15144"
RS Permata Medical Center,https://lewatmana.com/lokasi/38701/rs-permata-medical-center/,"Jl Raya Panyindangan Wetan, Indramayu, Jawa Barat, Indonesia 45253"
RS Permata Medika (RSPM),https://lewatmana.com/lokasi/38906/rs-permata-medika-rspm/,"Jl. Indrakila No. 17 Kebumen, Kebumen, Jawa Tengah, Indonesia 54315"
RS PERSADA HOSPITAL,https://lewatmana.com/lokasi/39465/rs-persada-hospital/,"JL. PANJI SUROSO ARAYA BUSINESS CENTER KAV. II-IV, Kota Malang, Malang, Jawa Timur, Indonesia 65126"
RS Persada Medika Jatirahayu,https://lewatmana.com/lokasi/45866/rs-persada-medika-jatirahayu/,"Jl. Raya Hankam No.17, Jatirahayu, Kec. Pd. Melati, Kota Bks, Jawa Barat, Bekasi, Jawa Barat, Indonesia 17414"
RS Pertamedika Tarakan,https://lewatmana.com/lokasi/46116/rs-pertamedika-tarakan/,"Jl. Mulawarman No.14, Karang Anyar Pantai, Tarakan Bar., Kota Tarakan, Kalimantan Utara, Tarakan, Kalimantan Timur, Indonesia 77111"
RS Pertamina Balikpapan,https://lewatmana.com/lokasi/46106/rs-pertamina-balikpapan/,"Jl. Jenderal Sudirman No.1, Prapatan, Balikpapan Kota, Kota Balikpapan, Kalimantan Timur, Balikpapan, Kalimantan Timur, Indonesia 76111"
RS Pertamina Cilacap,https://lewatmana.com/lokasi/38850/rs-pertamina-cilacap/,"Jl. Dr.Setiabudi Tegal Katilayu, Cilacap, Cilacap, Jawa Tengah, Indonesia 53211"
RS Pertamina Dumai,https://lewatmana.com/lokasi/46183/rs-pertamina-dumai/,"Bukit Datuk, Dumai Sel., Kota Dumai, Riau, Dumai, Riau, Indonesia 28826"
RS Persahabatan,https://lewatmana.com/lokasi/25001/rs-persahabatan/,"Jl. Persahabatan Raya No.1, Jakarta Timur, DKI Jakarta, Indonesia 13230"
RS Pertamedika Ummi Rosnati,https://lewatmana.com/lokasi/46346/rs-pertamedika-ummi-rosnati/,"Jl. Sekolah No. 5, Gampoeng Ateuk Pahlawan, Baiturrahman, Ateuk Pahlawan, Kec. Baiturrahman, Aceh, Banda Aceh, Aceh, Indonesia 23241"
RS Pertamina Balongan,https://lewatmana.com/lokasi/38709/rs-pertamina-balongan/,"JL. Bumi Patra Raya Karanganyar Kec. Indramayu, Indramayu, Jawa Barat, Indonesia 45213"
RS Pertamina Cirebon,https://lewatmana.com/lokasi/38678/rs-pertamina-cirebon/,"Jl. Patra Raya, Klayan, Cirebon Utara Kota Cirebon, Cirebon, Jawa Barat, Indonesia 45151"
RS Pertamina Jaya,https://lewatmana.com/lokasi/4718/rs-pertamina-jaya/,"Jl. Jend A Yani No. 2 Cempaka Putih, Jakarta Pusat, DKI Jakarta, Indonesia 10210"
RS Pertamina Pangkalan Brandan,https://lewatmana.com/lokasi/46301/rs-pertamina-pangkalan-brandan/,"JL Wahidin, No. 1, Pangkalan Brandan, Sei Bilah, Sei Lepan, Kabupaten Langkat, Sumatera Utara, Langkat, Sumatera Utara, Indonesia 20857"
RS Pertamina Prabumulih,https://lewatmana.com/lokasi/46292/rs-pertamina-prabumulih/,"Jl. Kesehatan Raya No.100, Muntang Tapus, Prabumulih Bar., Kota Prabumulih, Sumatera Selatan, Prabumulih, Sumatera Selatan, Indonesia 31122"
RS Pertamina Sorong,https://lewatmana.com/lokasi/46177/rs-pertamina-sorong/,"Klaligi, Sorong Manoi, Kota Sorong, Papua Bar., Sorong, Papua Barat, Indonesia 98412"
RS Petrokimia Gresik,https://lewatmana.com/lokasi/39153/rs-petrokimia-gresik/,"Jl Jend A Yani 69 Kec. Gresik, Gresik, Jawa Timur, Indonesia 61119"
RS Petukangan,https://lewatmana.com/lokasi/45733/rs-petukangan/,"8A, Jl. Ciledug Raya, Petukangan Sel., Kec. Pesanggrahan, Kota Jakarta Selatan., Jakarta Selatan, DKI Jakarta, Indonesia 12270"
RS Pertamina Plaju Palembang,https://lewatmana.com/lokasi/46275/rs-pertamina-plaju-palembang/,"Komp Pertamina UP III, Jl. Pengantingan No.1, Komperta, Kec. Plaju, Kota Palembang, Sumatera Selatan, Palembang, Sumatera Selatan, Indonesia 30967"
RS Pertamina Rantau,https://lewatmana.com/lokasi/46343/rs-pertamina-rantau/,"JL. Cepu, Kp. Pertamina, Rantau, Kabupaten Aceh Tamiang, Aceh, Aceh Tamiang, Aceh, Indonesia 24476"
RS Pertamina Tanjung,https://lewatmana.com/lokasi/46082/rs-pertamina-tanjung/,"Jl. Gas Komperta, Jl. Tj. Raya, Belimbing, Murung Pudak, Kabupaten Tabalong, Kalimantan Selatan, Tabalong, Kalimantan Selatan, Indonesia 71514"
RS Petrokimia Gresik Driyorejo,https://lewatmana.com/lokasi/39159/rs-petrokimia-gresik-driyorejo/,"Jl. Raya Legundi KM.0,5, Dusun Legundi, Krikilan, Kec. Driyorejo, Kabupaten Gresik, Jawa Timur, Gresik, Jawa Timur, Indonesia 61177"
RSPG Cisarua Bogor,https://lewatmana.com/lokasi/38746/rspg-cisarua-bogor/,"Jl. Raya Puncak KM.83, Po Box 28 Cisarua, Bogor, Jawa Barat, Indonesia 16750"
RS PGI Cikini,https://lewatmana.com/lokasi/4730/rs-pgi-cikini/,"Jl. Raden Saleh No. 40 Menteng, Jakarta Pusat, DKI Jakarta, Indonesia 10330"
RS Pindad Bandung,https://lewatmana.com/lokasi/45909/rs-pindad-bandung/,"Jl. Gatot Subroto No.517, Sukapura, Kec. Kiaracondong, Kota Bandung, Jawa Barat, Bandung, Jawa Barat, Indonesia 40285"
RS PI. Prof.Sulianti Saroso,https://lewatmana.com/lokasi/25002/rs-pi-profsulianti-saroso/,"Jl. Baru Sunter Permai Raya, Jakarta Utara, DKI Jakarta, Indonesia 14340"
RS PKT Prima Sangatta,https://lewatmana.com/lokasi/46100/rs-pkt-prima-sangatta/,"Jl. Yos Sudarso I No.01, Sangatta Utara, Kabupaten Kutai Timur, Kalimantan Timur, Kutai Kartanegara, Kalimantan Timur, Indonesia 75683"
RS PKU Muhammadiyah,https://lewatmana.com/lokasi/21810/rs-pku-muhammadiyah/,"Jl. KH. Ahmad Dahlan 20, Yogyakarta, Daerah Istimewa Yogyakarta, Indonesia 55122"
RS PHC Surabaya,https://lewatmana.com/lokasi/38198/rs-phc-surabaya/,"Jalan Prapat Kurung Selatan No.1 Tanjung Perak Perak Utara, Surabaya, Jawa Timur, Indonesia 60165"
RS Pinna Tambun Bekasi,https://lewatmana.com/lokasi/45899/rs-pinna-tambun-bekasi/,"Jl. Karang Satria No. 4-5, Karangsatria, Kec. Tambun Utara, Kota Bks, Jawa Barat, Kabupaten Bekasi, Jawa Barat, Indonesia 17510"
RS PK. Sint Carolus,https://lewatmana.com/lokasi/25003/rs-pk-sint-carolus/,"Jl. Salemba Raya No. 41, Jakarta Pusat, DKI Jakarta, Indonesia 10440"
RS PKU Aisyiyah Boyolali,https://lewatmana.com/lokasi/38820/rs-pku-aisyiyah-boyolali/,"Jl. Pasar Sapi Baru Singkil - Karanggeneng - Boyolali, Boyolali, Jawa Tengah, Indonesia 57312"
RS PKU Muhammadiyah Bantul,https://lewatmana.com/lokasi/21818/rs-pku-muhammadiyah-bantul/,"Jalan Jenderal Sudirman No.124 Kec. Bantul, Bantul, Daerah Istimewa Yogyakarta, Indonesia 55710"
RS PKU Muhammadiyah Cepu,https://lewatmana.com/lokasi/38814/rs-pku-muhammadiyah-cepu/,"JL. Raya Blora Cepu Km 3 Kec. Blora Kota, Blora, Jawa Tengah, Indonesia 58311"
RS PKU Muhammadiyah Karanganyar,https://lewatmana.com/lokasi/38888/rs-pku-muhammadiyah-karanganyar/,"Jl. Papahan Tasikmadu Lalung Kec. Karanganyar, Karanganyar, Jawa Tengah, Indonesia 57716"
RS PKU Muhammadiyah Nanggulan,https://lewatmana.com/lokasi/21827/rs-pku-muhammadiyah-nanggulan/,"Ngemplak, Kembang, Nanggulan, Kulon Progo, Daerah Istimewa Yogyakarta, Indonesia 55671"
RS PKU Muhammadiyah Sekapuk,https://lewatmana.com/lokasi/39158/rs-pku-muhammadiyah-sekapuk/,"Jalan Raya Dandels 21 sekapuk ujungpangkah Doudo Panceng, Gresik, Jawa Timur, Indonesia 61154"
RS PKU Muhammadiyah Sukoharjo,https://lewatmana.com/lokasi/39047/rs-pku-muhammadiyah-sukoharjo/,"Jl. Mayor Sunaryo No. 37, Sukoharjo, Sukoharjo, Jawa Tengah, Indonesia 57512"
RS PKU Muhammadiyah Gamping Yogyakarta,https://lewatmana.com/lokasi/46053/rs-pku-muhammadiyah-gamping-yogyakarta/,"Jl. RS PKU Gamping, Bodeh, Ambarketawang, Kec. Gamping, Kabupaten Sleman, Jogja, Sleman, Daerah Istimewa Yogyakarta, Indonesia 55294"
RS PKU Muhammadiyah Mayong,https://lewatmana.com/lokasi/38882/rs-pku-muhammadiyah-mayong/,"Jl. Pegadaian Mayong No.12 Kec. Jepara, Jepara, Jawa Tengah, Indonesia 59465"
RS PKU Muhammadiyah Rogojampi Banyuwangi,https://lewatmana.com/lokasi/46006/rs-pku-muhammadiyah-rogojampi-banyuwangi/,"Jalan Diponegoro No.20, Gitik, Kec. Rogojampi, Kabupaten Banyuwangi, Jawa Timur, Banyuwangi, Jawa Timur, Indonesia 68462"
RS PKU Muhammadiyah Sruweng,https://lewatmana.com/lokasi/38898/rs-pku-muhammadiyah-sruweng/,"Jl. Raya Sruweng No.5 Sruweng Kebumen, Kebumen, Jawa Tengah, Indonesia 54361"
RS PKU MUHAMMADIYAH SURABAYA,https://lewatmana.com/lokasi/39509/rs-pku-muhammadiyah-surabaya/,"Jl. KHM Mansyur No. 180-182, Surabaya, Jawa Timur, Indonesia 60162"
RS PKU Muhammadiyah Surakarta,https://lewatmana.com/lokasi/39137/rs-pku-muhammadiyah-surakarta/,"Jl. Ronggowarsito 130, Surakarta, Surakarta, Jawa Tengah, Indonesia 57131"
RS PKU Muhammadiyah Wates,https://lewatmana.com/lokasi/21829/rs-pku-muhammadiyah-wates/,"Jl. KH. Ahmad Dahlan No. 11, Wates, Kulon Progo, Daerah Istimewa Yogyakarta, Indonesia 55651"
RS PKU Muhammadiyah Wonosobo,https://lewatmana.com/lokasi/39093/rs-pku-muhammadiyah-wonosobo/,"Jl. Wonosobo - Kertek Km. 04 Sudungdewo, Kertek, Wonosobo, Wonosobo, Jawa Tengah, Indonesia 56371"
RS PMI Bogor,https://lewatmana.com/lokasi/37825/rs-pmi-bogor/,"Jalan Pajajaran No. 80, Bogor, Jawa Barat, Indonesia 16129"
RS Pondok Indah,https://lewatmana.com/lokasi/4770/rs-pondok-indah/,"Jl. Metro Duta Kav UE Kebayoran Lama, Jakarta Selatan, DKI Jakarta, Indonesia 12310"
RS PKU Muhammadiyah Temanggung,https://lewatmana.com/lokasi/39067/rs-pku-muhammadiyah-temanggung/,"Jl. Raya Kedu Km.2,Temanggung, Temanggung, Jawa Tengah, Indonesia 56253"
RS. PKU Muhammadiyah Wonosari,https://lewatmana.com/lokasi/39418/rs-pku-muhammadiyah-wonosari/,"Jalan Lingkar Utara Kemorosari II, Piyaman Wonosari Gunungkidul DIY, Gunung Kidul, Daerah Istimewa Yogyakarta, Indonesia 55851"
RS Pluit,https://lewatmana.com/lokasi/4782/rs-pluit/,"Jl. Raya Pluit Selatan No. 2 Penjaringan, Jakarta Utara, DKI Jakarta, Indonesia 14440"
RS POLRI Pusat Raden Said Sukanto,https://lewatmana.com/lokasi/25004/rs-polri-pusat-raden-said-sukanto/,"Jl. Rs Polri Sukanto Kramatjati, Jakarta Timur, DKI Jakarta, Indonesia 13510"
RS Pondok Indah Bintaro Jaya,https://lewatmana.com/lokasi/45835/rs-pondok-indah-bintaro-jaya/,"Jl. Boulevard Bintaro Jaya No. 1, Parigi, Kec. Pd. Aren, Kota Tangerang Selatan, Banten, Tangerang Selatan, Banten, Indonesia 15227"
RS Pondok Indah Puri Indah,https://lewatmana.com/lokasi/45720/rs-pondok-indah-puri-indah/,"Blok S-2, Jalan Puri Indah, RT.1/RW.2, Kembangan Selatan, Kembangan, Kota Jakarta Barat., Jakarta Barat, DKI Jakarta, Indonesia 11610"
RS Port Medical Centre,https://lewatmana.com/lokasi/4696/rs-port-medical-centre/,"Jl. Enggano No. 10 Tanjung Priok, Jakarta Utara, DKI Jakarta, Indonesia 14310"
RS Prasetya Husada,https://lewatmana.com/lokasi/39246/rs-prasetya-husada/,"Jl. Raya Ngijo No.25 Karangploso, Malang, Malang, Jawa Timur, Indonesia 65152"
RS Premier Jatinegara,https://lewatmana.com/lokasi/45779/rs-premier-jatinegara/,"Jl. Raya Jatinegara Timur No.85-87, Bali Mester, Kecamatan Jatinegara, Kota Jakarta Timur., Jakarta Timur, DKI Jakarta, Indonesia 13310"
RS Prikasih,https://lewatmana.com/lokasi/4778/rs-prikasih/,"Jl. RS Fatmawati No. 74 RT 005 RW 01, Pondok Labu Cilandak, Jakarta Selatan, DKI Jakarta, Indonesia 12450"
RS Port Medical Center,https://lewatmana.com/lokasi/45757/rs-port-medical-center/,"No.10, Jl. Enggano, Tj. Priok, Tj. Priok, Kota Jkt Utara., Jakarta Utara, DKI Jakarta, Indonesia 14310"
RS Prasetya Bunda,https://lewatmana.com/lokasi/38602/rs-prasetya-bunda/,"Jl. Ir.H. Juanda No.1,Tasikmalaya, Tasikmalaya, Jawa Barat, Indonesia 46151"
RS Premier Bintaro,https://lewatmana.com/lokasi/37758/rs-premier-bintaro/,"Jalan M.H. Thamrin No.1 Sektor 7 Bintaro Jaya, Tangerang, Banten, Indonesia 15224"
RS Premier Surabaya,https://lewatmana.com/lokasi/38217/rs-premier-surabaya/,"Jalan Nginden Intan Barat Blok B, Surabaya, Jawa Timur, Indonesia 60118"
RS Prima Husada,https://lewatmana.com/lokasi/39237/rs-prima-husada/,"Banjararum Selatan No.3, Mondoroko Singosari Malang, Malang, Jawa Timur, Indonesia 65153"
RS Prima Husada Cipta Medan,https://lewatmana.com/lokasi/46328/rs-prima-husada-cipta-medan/,"Jalan Stasiun No.92, Belawan II, Medan Kota Belawan, Kota Medan, Sumatera Utara, Medan, Sumatera Utara, Indonesia 20411"
RS Prima Medika,https://lewatmana.com/lokasi/39335/rs-prima-medika/,"Jl. P Serangan 9X Denpasar Bali, Denpasar, Bali, Indonesia 80232"
RS Prima Ternate,https://lewatmana.com/lokasi/46155/rs-prima-ternate/,"Jl. Raya Mangga II, Mangga Dua Utara, Ternate Sel., Kota Ternate, Maluku Utara, Ternate, Maluku Utara, Indonesia 97716"
RS Primaya Bekasi Timur,https://lewatmana.com/lokasi/45859/rs-primaya-bekasi-timur/,"Jl Haji Mulyadi Joyomartono No. 47, Margahayu, Kec.Bekasi Timur, Kota Bks, Jawa Barat, Bekasi, Jawa Barat, Indonesia 17113"
RS Primaya Betang Pambelum,https://lewatmana.com/lokasi/46096/rs-primaya-betang-pambelum/,"Jl. Tjilik Riwut No.KM 6.5, Bukit Tunggal, Kec. Jekan Raya, Kota Palangka Raya, Kalimantan, Palangkaraya, Kalimantan Tengah, Indonesia 73112"
RS Prima Medika,https://lewatmana.com/lokasi/38968/rs-prima-medika/,"Jl. Slamet Riyadi No. 321 Pemalang, Pemalang, Jawa Tengah, Indonesia 52313"
RS Prima Pekanbaru,https://lewatmana.com/lokasi/46191/rs-prima-pekanbaru/,"Jl. Bima No.1, Delima, Kec. Tampan, Kota Pekanbaru, Riau, Pekanbaru, Riau, Indonesia 28292"
RS Primaya Bekasi Barat,https://lewatmana.com/lokasi/45858/rs-primaya-bekasi-barat/,"Jl. KH. Noer Ali Kav. 17-18, Kayuringin Jaya, Bekasi Sel., Kota Bks, Jawa Barat, Bekasi, Jawa Barat, Indonesia 17144"
RS Primaya Bekasi Utara,https://lewatmana.com/lokasi/45860/rs-primaya-bekasi-utara/,"Jl. Kaliabang, Villa Indah Permai (Golden City) Blok G No.1,Tlk. Pucung, Kec. Bekasi Utara, Kota Bks, Bekasi, Jawa Barat, Indonesia 17122"
RS Primaya Evasari,https://lewatmana.com/lokasi/45700/rs-primaya-evasari/,"Rawasari, Kec. Cemp. Putih, Kota Jakarta Pusat., Jakarta Pusat, DKI Jakarta, Indonesia 10570"
RS Primaya Inco Sorowako,https://lewatmana.com/lokasi/46223/rs-primaya-inco-sorowako/,"Jl. Diponegoro, Sorowako, Nuha, Kabupaten Luwu Timur, Sulawesi Selatan, Luwu Timur, Sulawesi Selatan, Indonesia 92983"
RS Primaya Makassar,https://lewatmana.com/lokasi/46211/rs-primaya-makassar/,"Jl. Urip Sumoharjo No.43, Karuwisi Utara, Kec. Panakkukang, Kota Makassar, Sulawesi Selatan, Makassar, Sulawesi Selatan, Indonesia 90232"
RS Proklamasi Rengasdengklok Karawang,https://lewatmana.com/lokasi/45941/rs-proklamasi-rengasdengklok-karawang/,"R.Dengklok Sel., Kec. R.Dengklok, Kabupaten Karawang, Jawa Barat, Karawang, Jawa Barat, Indonesia 41352"
RS PTPN VIII Subang,https://lewatmana.com/lokasi/45956/rs-ptpn-viii-subang/,"Jl. Otto Iskandardinata No.1, Karanganyar, Kec. Subang, Kabupaten Subang, Jawa Barat, Subang, Jawa Barat, Indonesia 41211"
RS PTPN X Jember,https://lewatmana.com/lokasi/39161/rs-ptpn-x-jember/,"Jl. Bedadung No.2 Jember, Jember, Jawa Timur, Indonesia 68118"
RS Primaya Karawang,https://lewatmana.com/lokasi/45944/rs-primaya-karawang/,"Jl. Arteri Galuh Mas, Puseurjaya, Kec. Telukjambe Tim., Kabupaten Karawang, Jawa Barat, Karawang, Jawa Barat, Indonesia 41361"
RS Prof Dr Tabrani,https://lewatmana.com/lokasi/46192/rs-prof-dr-tabrani/,"Jl. Jenderal Sudirman No.410, Wonorejo, Kec. Marpoyan Damai, Kota Pekanbaru, Riau, Pekanbaru, Riau, Indonesia 27511"
RS PT Pantai Healthcare Consulting,https://lewatmana.com/lokasi/4743/rs-pt-pantai-healthcare-consulting/,"Jl. HR Rasuna Said Kav C-3 Mega Plaza, Jakarta Selatan, DKI Jakarta, Indonesia 12920"
RS PTPN XI Lavalete,https://lewatmana.com/lokasi/39442/rs-ptpn-xi-lavalete/,"Jl. WR Supratman 10 Malang, Malang, Jawa Timur, Indonesia 65111"
RS PTP VIII Subang,https://lewatmana.com/lokasi/38713/rs-ptp-viii-subang/,"Jl. Otista No.1 Subang, Subang, Jawa Barat, Indonesia 41211"
RS PTP XII Bakti Husada,https://lewatmana.com/lokasi/39046/rs-ptp-xii-bakti-husada/,"JL Krikilan - Glenmore Banyuwangi, Banyuwangi, Jawa Timur, Indonesia 68466"
RS PTP XXI_XXII Gatoel,https://lewatmana.com/lokasi/39277/rs-ptp-xxi_xxii-gatoel/,"Jl. R Wijaya No.56 Mojokerto, Mojokerto, Jawa Timur, Indonesia 61321"
